SurveyID,GuestID,BookingID,PropertyID,OverallRating,NPS,Cleanliness,Service,FoodBeverage,Spa,Activities,FreeText,SubmittedDate
SV-0010454,G-0004607,BK-0021209,P-001,8,8,5,4,4,,,,2026-02-21
SV-0010455,G-0008942,BK-0012729,P-003,8,8,4,4,4,,,,2022-12-05
SV-0010456,G-0004831,BK-0016718,P-002,4,4,3,3,3,,,Water sports center was a highlight. Room quality was a letdown.,2024-11-28
SV-0010457,G-0005209,BK-0018072,P-004,7,9,4,5,4,,,Boutique feel in the heart of Manhattan — exactly what I wanted.,2025-10-11
SV-0010458,G-0008945,BK-0016127,P-002,6,3,4,4,4,,1,The pool area was very crowded on weekends.,2024-01-03
SV-0010459,G-0004781,BK-0011506,P-003,8,6,5,5,5,5,,Kids' Birthday Experience was an absolute hit for my daughter.,2025-04-21
SV-0010460,G-0004762,BK-0018457,P-001,10,9,5,5,5,,,The facial at the spa was worth every penny.,2022-12-17
SV-0010461,G-0005049,BK-0013624,P-002,4,5,3,3,3,4,,,2023-09-14
SV-0010462,G-0007907,BK-0015438,P-004,10,10,3,4,4,,,The intimate atmosphere you don't find in big chain hotels.,2022-09-09
SV-0010463,G-0004758,BK-0011126,P-003,7,6,3,4,3,,,Would recommend for any family traveling with children.,2023-11-20
SV-0010464,G-0008084,BK-0011148,P-002,7,3,4,3,5,,,I've stayed at better resorts for this price point.,2022-11-22
SV-0010465,G-0005344,BK-0017174,P-003,7,9,5,4,4,2,,Character dining is a must-do with little ones. Perfect experience.,2023-05-03
SV-0010466,G-0004363,BK-0011761,P-002,4,3,1,3,5,,,Water sports center was a highlight. Room quality was a letdown.,2022-11-24
SV-0010467,G-0007235,BK-0013420,P-002,7,4,4,4,5,,5,Water sports center was a highlight. Room quality was a letdown.,2024-08-17
SV-0010468,G-0007305,BK-0020624,P-001,8,8,4,4,4,5,,Ski-in/ski-out access made the trip completely effortless. Will definitely return.,2023-01-11
SV-0010469,G-0006691,BK-0016375,P-001,8,8,5,4,4,,,The après-ski lounge has the best fondue I've tasted.,2024-04-04
SV-0010470,G-0007580,BK-0014221,P-003,7,6,3,4,5,,1,Family suite was spacious and very well-equipped.,2026-01-19
SV-0010471,G-0005135,BK-0020460,P-003,8,7,3,5,5,,,Kids' Birthday Experience was an absolute hit for my daughter.,2023-02-06
SV-0010472,G-0007030,BK-0017212,P-004,8,7,3,5,5,,1,The curated local experience package was a genuinely great touch.,2024-12-28
SV-0010473,G-0007265,BK-0011491,P-003,9,8,4,5,5,,,Kids club is incredible — my kids absolutely didn't want to leave.,2025-11-30
SV-0010474,G-0006716,BK-0012302,P-003,7,9,3,4,5,,,Room service was a bit slow but the food quality was good.,2022-03-24
SV-0010475,G-0006994,BK-0021454,P-003,8,6,3,5,5,,3,Character dining is a must-do with little ones. Perfect experience.,2026-02-24
SV-0010476,G-0007385,BK-0020274,P-002,5,4,2,3,3,,,Loved the ocean views but the bathroom fixtures are old.,2023-07-25
SV-0010477,G-0004020,BK-0016685,P-005,10,7,3,4,4,5,,The hiking concierge planned the most perfect day in the Smokies.,2022-09-05
SV-0010478,G-0008273,BK-0013403,P-001,8,8,4,4,4,2,,The mountain air and the spa together are unbeatable.,2023-05-01
SV-0010479,G-0006353,BK-0010412,P-005,9,10,4,5,4,,1,,2023-08-19
SV-0010480,G-0007168,BK-0012034,P-003,7,7,3,4,4,5,,Would recommend for any family traveling with children.,2024-07-17
SV-0010481,G-0005472,BK-0016173,P-001,8,10,4,5,5,2,,The facial at the spa was worth every penny.,2025-09-01
SV-0010482,G-0005011,BK-0019094,P-002,4,4,2,3,4,5,4,Seafood restaurant was excellent — the room itself was not.,2023-06-28
SV-0010483,G-0008333,BK-0017524,P-002,4,5,2,4,5,,,Seafood restaurant was excellent — the room itself was not.,2023-08-01
SV-0010484,G-0006748,BK-0011649,P-003,9,8,5,5,4,,,Kids' Birthday Experience was an absolute hit for my daughter.,2023-08-09
SV-0010485,G-0006522,BK-0014413,P-003,7,8,4,5,4,,,Kids club is incredible — my kids absolutely didn't want to leave.,2022-09-24
SV-0010486,G-0006652,BK-0017315,P-004,7,9,5,5,4,,3,"Clean, stylish, and walkable everywhere. My New York go-to.",2024-09-18
SV-0010487,G-0007966,BK-0018155,P-001,8,8,5,4,4,,1,Spa and restaurant both exceeded expectations. Staff were impeccable.,2024-08-15
SV-0010488,G-0006799,BK-0015913,P-002,7,6,3,3,4,2,,,2022-10-21
SV-0010489,G-0006698,BK-0013211,P-002,5,3,1,3,3,,,Check-in was slow and the room wasn't ready until 5pm.,2025-06-13
SV-0010490,G-0006876,BK-0015645,P-002,4,6,1,3,4,,4,The pool area was very crowded on weekends.,2022-03-09
SV-0010491,G-0005028,BK-0011976,P-002,6,6,2,3,3,2,,Loved the ocean views but the bathroom fixtures are old.,2023-12-10
SV-0010492,G-0008516,BK-0017861,P-005,8,9,4,4,5,2,,Intimate setting — felt like a private mountain retreat.,2026-01-04
SV-0010493,G-0007396,BK-0019453,P-002,5,6,3,3,3,,,The pool area was very crowded on weekends.,2022-08-30
SV-0010494,G-0004917,BK-0019205,P-001,9,8,5,4,4,4,1,The mountain air and the spa together are unbeatable.,2025-11-09
SV-0010495,G-0004513,BK-0016412,P-001,9,8,4,5,4,,,Ski-in/ski-out access made the trip completely effortless. Will definitely return.,2024-04-05
SV-0010496,G-0006501,BK-0019335,P-001,9,9,3,5,5,,,Spa and restaurant both exceeded expectations. Staff were impeccable.,2025-12-04
SV-0010497,G-0008411,BK-0010991,P-005,7,10,3,4,5,,,The firepit evenings with s'mores were a magical touch.,2025-02-20
SV-0010498,G-0007383,BK-0011174,P-004,10,7,4,5,5,,,Rooftop happy hour is a definite highlight.,2023-10-21
SV-0010499,G-0004612,BK-0021178,P-004,8,9,3,5,4,,,Boutique feel in the heart of Manhattan — exactly what I wanted.,2022-06-27
SV-0010500,G-0004688,BK-0015060,P-002,5,6,2,3,5,,2,,2023-08-21
SV-0010501,G-0006211,BK-0019377,P-001,8,8,4,5,4,,,Ski-in/ski-out access made the trip completely effortless. Will definitely return.,2022-03-26
SV-0010502,G-0008721,BK-0019140,P-004,7,9,4,5,5,,,Rooftop happy hour is a definite highlight.,2025-06-07
SV-0010503,G-0004828,BK-0016231,P-002,5,3,2,4,4,3,,Expected more for a premium resort. Rooms need a serious refresh.,2024-08-22
SV-0010504,G-0008101,BK-0011157,P-001,9,10,5,5,4,,,The spa was absolutely incredible — best massage I've ever had.,2023-12-10
SV-0010505,G-0008231,BK-0015255,P-004,7,8,3,5,5,,2,Rooftop happy hour is a definite highlight.,2023-07-13
SV-0010506,G-0007209,BK-0016559,P-003,6,6,3,5,4,,,Great location for the parks. Hotel itself is solid.,2023-09-06
SV-0010507,G-0007586,BK-0014765,P-001,8,10,5,4,4,5,,Staff remembered our preferences from last year. That's real luxury.,2024-11-29
SV-0010508,G-0007728,BK-0013833,P-004,7,10,4,5,5,,,Rooftop happy hour is a definite highlight.,2023-01-08
SV-0010509,G-0008297,BK-0019988,P-002,4,5,3,3,5,,,Beach access was great but the room didn't match the price.,2024-11-19
SV-0010510,G-0007050,BK-0015919,P-003,7,6,5,4,3,,,Character dining is a must-do with little ones. Perfect experience.,2024-03-25
SV-0010511,G-0007376,BK-0021930,P-004,10,7,5,5,5,3,,Staff went above and beyond recommending local restaurants.,2025-04-30
SV-0010512,G-0007847,BK-0012260,P-005,7,6,4,5,5,,1,Intimate setting — felt like a private mountain retreat.,2025-01-18
SV-0010513,G-0005503,BK-0018280,P-003,8,8,5,5,3,,3,Family suite was spacious and very well-equipped.,2024-09-19
SV-0010514,G-0005903,BK-0015375,P-001,10,8,3,4,4,2,,Best New Year's Eve I've ever spent. The event was magical.,2023-02-11
SV-0010515,G-0004186,BK-0021736,P-003,8,6,5,5,4,,,Kids' Birthday Experience was an absolute hit for my daughter.,2022-03-18
SV-0010516,G-0006598,BK-0020585,P-003,7,6,5,4,4,,,Kids club is incredible — my kids absolutely didn't want to leave.,2022-11-14
SV-0010517,G-0005051,BK-0011149,P-003,6,9,3,4,4,,,Family suite was spacious and very well-equipped.,2024-12-11
SV-0010518,G-0007683,BK-0013353,P-005,7,6,5,5,5,4,,"Quiet, peaceful, and exactly what we needed to recharge.",2022-09-02
SV-0010519,G-0008314,BK-0017520,P-003,7,9,3,4,5,,3,,2025-11-25
SV-0010520,G-0005657,BK-0017346,P-003,6,8,1,4,3,,1,Would recommend for any family traveling with children.,2025-11-17
SV-0010521,G-0006278,BK-0019686,P-003,6,6,3,5,5,,,Kids club staff were incredibly attentive and creative.,2023-11-09
SV-0010522,G-0006526,BK-0016185,P-003,6,7,2,4,4,,,Kids club staff were incredibly attentive and creative.,2026-02-21
SV-0010523,G-0005510,BK-0012613,P-002,5,5,2,3,4,2,,Water sports center was a highlight. Room quality was a letdown.,2022-09-24
SV-0010524,G-0008367,BK-0011845,P-002,5,3,3,3,5,5,,Seafood restaurant was excellent — the room itself was not.,2023-07-29
SV-0010525,G-0007276,BK-0013962,P-002,6,3,2,3,3,2,2,The oceanview terrace is lovely. The room quality was not.,2023-05-19
SV-0010526,G-0008787,BK-0018159,P-004,9,8,4,4,4,,,Staff went above and beyond recommending local restaurants.,2024-12-19
SV-0010527,G-0006184,BK-0014414,P-002,5,5,1,3,4,4,,Check-in was slow and the room wasn't ready until 5pm.,2025-06-05
SV-0010528,G-0008723,BK-0019782,P-001,8,9,3,5,4,2,5,,2022-11-24
SV-0010529,G-0006260,BK-0013908,P-005,7,6,4,4,4,,,Cozy cabin-adjacent atmosphere. Beautifully designed property.,2025-12-06
SV-0010530,G-0006264,BK-0015336,P-003,8,8,5,5,5,,1,Kids' Birthday Experience was an absolute hit for my daughter.,2023-05-29
SV-0010531,G-0004666,BK-0021248,P-003,8,6,4,4,5,2,4,Would recommend for any family traveling with children.,2024-09-16
SV-0010532,G-0007911,BK-0015036,P-005,8,10,4,5,5,,,The firepit evenings with s'mores were a magical touch.,2022-11-03
SV-0010533,G-0006945,BK-0021034,P-003,9,9,3,4,4,5,4,Kids club staff were incredibly attentive and creative.,2024-05-14
SV-0010534,G-0008446,BK-0011851,P-003,6,7,2,4,3,,,Would recommend for any family traveling with children.,2025-08-11
SV-0010535,G-0008152,BK-0015866,P-004,9,7,4,4,5,,,Rooftop happy hour is a definite highlight.,2023-08-27
SV-0010536,G-0006442,BK-0013134,P-001,10,10,3,5,4,,,Best New Year's Eve I've ever spent. The event was magical.,2025-09-25
SV-0010537,G-0007999,BK-0014024,P-001,9,10,5,5,4,1,,The mountain air and the spa together are unbeatable.,2022-07-01
SV-0010538,G-0008303,BK-0013600,P-004,10,10,3,4,4,,,The curated local experience package was a genuinely great touch.,2024-04-25
SV-0010539,G-0004736,BK-0012919,P-003,9,6,3,5,5,3,,Character dining is a must-do with little ones. Perfect experience.,2024-07-17
SV-0010540,G-0008590,BK-0020978,P-002,6,4,1,3,4,3,5,,2025-10-19
SV-0010541,G-0004885,BK-0014693,P-003,8,9,3,5,3,1,3,Kids club is incredible — my kids absolutely didn't want to leave.,2025-03-04
SV-0010542,G-0007693,BK-0013836,P-002,7,3,3,4,5,1,,Expected more for a premium resort. Rooms need a serious refresh.,2025-10-01
SV-0010543,G-0008244,BK-0018119,P-001,9,9,3,4,4,,1,Ski-in/ski-out access made the trip completely effortless. Will definitely return.,2024-01-19
SV-0010544,G-0004564,BK-0020514,P-003,6,7,2,4,3,5,,Kids club staff were incredibly attentive and creative.,2023-07-05
SV-0010545,G-0004878,BK-0017066,P-001,8,10,3,5,4,,,The spa was absolutely incredible — best massage I've ever had.,2023-08-17
SV-0010546,G-0007236,BK-0014242,P-002,7,4,4,3,5,4,,Check-in was slow and the room wasn't ready until 5pm.,2024-09-20
SV-0010547,G-0008231,BK-0013326,P-005,8,9,4,5,5,,,Southern hospitality is absolutely real here. Everyone was so warm.,2025-05-26
SV-0010548,G-0008953,BK-0019315,P-001,8,10,4,4,5,1,,The après-ski lounge has the best fondue I've tasted.,2022-04-30
SV-0010549,G-0006490,BK-0018270,P-002,7,5,3,4,4,,,Loved the ocean views but the bathroom fixtures are old.,2026-01-08
SV-0010550,G-0004121,BK-0015346,P-003,7,6,5,4,3,,,Character dining is a must-do with little ones. Perfect experience.,2024-09-29
SV-0010551,G-0007510,BK-0015684,P-004,7,8,4,4,4,,,The intimate atmosphere you don't find in big chain hotels.,2023-01-12
SV-0010552,G-0007444,BK-0021364,P-002,5,6,4,3,4,,5,Room felt a bit dated despite the renovation — disappointed.,2023-12-07
SV-0010553,G-0005103,BK-0014040,P-003,8,7,3,5,3,2,,Would recommend for any family traveling with children.,2022-09-03
SV-0010554,G-0005042,BK-0013912,P-003,9,8,4,4,3,,,Family suite was spacious and very well-equipped.,2024-01-18
SV-0010555,G-0004603,BK-0010180,P-001,10,10,4,5,4,2,,,2024-11-24
SV-0010556,G-0005758,BK-0016171,P-002,4,4,3,3,4,,,Seafood restaurant was excellent — the room itself was not.,2025-05-25
SV-0010557,G-0004124,BK-0014578,P-002,5,5,3,4,5,,,,2025-06-17
SV-0010558,G-0006199,BK-0011819,P-003,9,9,3,5,3,,,Lazy river pool is ideal for families of all ages.,2023-07-31
SV-0010559,G-0005590,BK-0015085,P-002,4,4,1,4,4,,,The oceanview terrace is lovely. The room quality was not.,2022-06-12
SV-0010560,G-0005289,BK-0020912,P-001,9,9,3,4,5,,5,Loved the fireplace suite. Perfect romantic getaway.,2025-07-07
SV-0010561,G-0005388,BK-0011178,P-002,5,6,3,4,4,1,2,Water sports center was a highlight. Room quality was a letdown.,2022-07-18
SV-0010562,G-0005218,BK-0013619,P-003,7,9,3,4,5,5,,Kids club is incredible — my kids absolutely didn't want to leave.,2022-04-15
SV-0010563,G-0005794,BK-0019463,P-001,10,10,3,5,5,,3,Loved the fireplace suite. Perfect romantic getaway.,2022-10-18
SV-0010564,G-0008002,BK-0010507,P-003,9,8,5,4,5,,,Kids' Birthday Experience was an absolute hit for my daughter.,2022-05-13
SV-0010565,G-0007165,BK-0013458,P-003,9,6,5,4,5,,,Family suite was spacious and very well-equipped.,2022-05-03
SV-0010566,G-0004402,BK-0013548,P-003,6,6,4,4,5,,,Family suite was spacious and very well-equipped.,2023-12-04
SV-0010567,G-0004074,BK-0016338,P-003,6,9,4,5,5,,,Kids' Birthday Experience was an absolute hit for my daughter.,2024-03-06
SV-0010568,G-0007345,BK-0018639,P-003,8,6,4,5,5,,5,Kids club is incredible — my kids absolutely didn't want to leave.,2025-05-05
SV-0010569,G-0004320,BK-0013778,P-003,8,7,5,5,5,5,1,Great location for the parks. Hotel itself is solid.,2023-03-13
SV-0010570,G-0008063,BK-0018662,P-002,6,5,4,3,3,1,,Staff were friendly but the property really needs updating.,2022-06-01
SV-0010571,G-0008613,BK-0010038,P-001,9,10,3,5,5,,,The mountain air and the spa together are unbeatable.,2026-01-05
SV-0010572,G-0008491,BK-0011843,P-002,7,3,4,4,4,,,Room felt a bit dated despite the renovation — disappointed.,2022-05-08
SV-0010573,G-0007974,BK-0019823,P-003,8,6,3,4,3,,,,2023-08-04
SV-0010574,G-0006848,BK-0018617,P-004,8,10,4,4,4,,,"Clean, stylish, and walkable everywhere. My New York go-to.",2024-08-07
SV-0010575,G-0006808,BK-0010771,P-003,8,6,5,4,4,5,,Kids club staff were incredibly attentive and creative.,2022-07-20
SV-0010576,G-0007173,BK-0013678,P-004,7,8,4,4,5,,5,Boutique feel in the heart of Manhattan — exactly what I wanted.,2025-10-26
SV-0010577,G-0008578,BK-0020446,P-002,5,4,1,3,5,,1,Beach access was great but the room didn't match the price.,2023-10-09
SV-0010578,G-0008248,BK-0012951,P-002,5,3,3,4,3,4,,Loved the ocean views but the bathroom fixtures are old.,2023-12-01
SV-0010579,G-0008241,BK-0021133,P-003,8,9,5,4,4,1,,Proximity to the theme parks genuinely can't be beat.,2024-10-07
SV-0010580,G-0008558,BK-0010528,P-003,8,7,3,5,4,,,Great location for the parks. Hotel itself is solid.,2022-04-06
SV-0010581,G-0005228,BK-0012594,P-004,10,10,4,4,4,,,Small but well-appointed rooms. The location more than makes up for it.,2025-11-15
SV-0010582,G-0007682,BK-0010499,P-005,9,6,3,5,5,4,,Cozy cabin-adjacent atmosphere. Beautifully designed property.,2022-04-24
SV-0010583,G-0006527,BK-0016566,P-002,7,3,5,3,4,,,Expected more for a premium resort. Rooms need a serious refresh.,2022-07-09
SV-0010584,G-0006904,BK-0016910,P-005,8,6,3,5,4,,,Staff arranged a private trail guide — completely unforgettable.,2024-05-24
SV-0010585,G-0007057,BK-0011634,P-002,6,4,3,4,3,,,Beach access was great but the room didn't match the price.,2025-03-27
SV-0010586,G-0005084,BK-0019950,P-002,7,3,4,4,3,,3,Staff were friendly but the property really needs updating.,2023-12-30
SV-0010587,G-0006052,BK-0019318,P-003,9,9,3,4,5,,,The pillow menu is a delightful and thoughtful touch.,2026-02-01
SV-0010588,G-0005837,BK-0018518,P-003,9,8,4,4,4,,5,Character dining is a must-do with little ones. Perfect experience.,2025-09-03
SV-0010589,G-0006076,BK-0018062,P-001,10,10,5,5,5,,,Mountain views from every room. Truly a luxury experience.,2025-01-30
SV-0010590,G-0006059,BK-0018720,P-001,8,10,5,5,4,,3,Signature spa package was the highlight of our trip.,2023-08-24
SV-0010591,G-0004198,BK-0012388,P-002,4,4,3,4,3,,,Expected more for a premium resort. Rooms need a serious refresh.,2024-01-08
SV-0010592,G-0006682,BK-0020360,P-003,8,9,5,5,5,,,Kids club staff were incredibly attentive and creative.,2026-02-26
SV-0010593,G-0004882,BK-0012674,P-001,9,8,4,4,4,,,Ski-in/ski-out access made the trip completely effortless. Will definitely return.,2024-01-12
SV-0010594,G-0007276,BK-0020238,P-003,8,6,5,4,4,,,Great location for the parks. Hotel itself is solid.,2024-03-21
SV-0010595,G-0004130,BK-0021203,P-002,6,3,3,4,4,3,2,I've stayed at better resorts for this price point.,2023-12-19
SV-0010596,G-0005061,BK-0018099,P-004,8,10,4,5,5,1,3,The intimate atmosphere you don't find in big chain hotels.,2022-10-02
SV-0010597,G-0005592,BK-0017257,P-005,8,8,5,5,4,,,Cozy cabin-adjacent atmosphere. Beautifully designed property.,2025-05-12
SV-0010598,G-0007614,BK-0015651,P-003,9,8,5,4,5,,5,Lazy river pool is ideal for families of all ages.,2025-01-13
SV-0010599,G-0007554,BK-0011142,P-003,8,7,3,4,3,,,Proximity to the theme parks genuinely can't be beat.,2022-07-28
SV-0010600,G-0007773,BK-0010186,P-003,8,6,3,5,5,5,,The pillow menu is a delightful and thoughtful touch.,2024-12-19
SV-0010601,G-0006241,BK-0018896,P-001,10,10,3,5,5,,2,Loved the fireplace suite. Perfect romantic getaway.,2023-04-09
SV-0010602,G-0005412,BK-0014297,P-002,7,3,4,3,4,4,3,Beach access was great but the room didn't match the price.,2025-10-30
SV-0010603,G-0007983,BK-0020852,P-003,7,8,3,5,4,5,,Great location for the parks. Hotel itself is solid.,2025-02-27
SV-0010604,G-0006355,BK-0010948,P-003,8,9,4,5,3,1,2,The pillow menu is a delightful and thoughtful touch.,2022-10-14
SV-0010605,G-0006291,BK-0020931,P-001,8,8,3,5,5,,,Loved the fireplace suite. Perfect romantic getaway.,2022-03-12
SV-0010606,G-0004121,BK-0018595,P-002,4,4,3,4,3,,,,2023-09-27
SV-0010607,G-0005458,BK-0018390,P-002,4,3,4,4,5,,1,I've stayed at better resorts for this price point.,2023-08-17
SV-0010608,G-0005556,BK-0010146,P-002,4,5,1,4,5,,,Loved the ocean views but the bathroom fixtures are old.,2022-06-11
SV-0010609,G-0006654,BK-0016270,P-004,10,8,5,4,4,,,The intimate atmosphere you don't find in big chain hotels.,2023-12-02
SV-0010610,G-0006011,BK-0014999,P-003,8,6,3,5,4,3,,Lazy river pool is ideal for families of all ages.,2022-09-03
SV-0010611,G-0006947,BK-0017328,P-002,7,3,5,3,3,,,The oceanview terrace is lovely. The room quality was not.,2024-08-06
SV-0010612,G-0007148,BK-0017960,P-004,8,8,4,5,5,,,,2022-07-15
SV-0010613,G-0005342,BK-0010241,P-001,10,9,4,4,5,,4,Mountain views from every room. Truly a luxury experience.,2024-05-17
SV-0010614,G-0008483,BK-0021472,P-005,8,10,5,4,5,,,Loved the emphasis on local produce at breakfast.,2022-08-08
SV-0010615,G-0005608,BK-0012568,P-002,5,3,3,4,3,,,Staff were friendly but the property really needs updating.,2025-07-07
SV-0010616,G-0007409,BK-0011240,P-003,8,9,4,5,5,,,Proximity to the theme parks genuinely can't be beat.,2023-03-23
SV-0010617,G-0008781,BK-0018085,P-004,9,8,3,4,5,,1,The intimate atmosphere you don't find in big chain hotels.,2022-11-20
SV-0010618,G-0006521,BK-0013842,P-004,9,7,4,4,5,,,Staff went above and beyond recommending local restaurants.,2024-10-21
SV-0010619,G-0004339,BK-0015507,P-001,10,10,5,5,4,4,1,The après-ski lounge has the best fondue I've tasted.,2023-05-26
SV-0010620,G-0008704,BK-0013081,P-004,7,7,3,5,4,,,"Clean, stylish, and walkable everywhere. My New York go-to.",2024-03-28
SV-0010621,G-0005361,BK-0015884,P-003,6,6,4,4,5,,2,Proximity to the theme parks genuinely can't be beat.,2026-01-09
SV-0010622,G-0004903,BK-0019780,P-002,4,4,3,3,5,2,,The oceanview terrace is lovely. The room quality was not.,2025-05-02
SV-0010623,G-0005036,BK-0018103,P-002,7,3,4,4,4,,3,Check-in was slow and the room wasn't ready until 5pm.,2022-07-15
SV-0010624,G-0004795,BK-0021449,P-004,8,9,4,4,5,,5,Grand Central adjacency is so convenient for business travel.,2025-12-21
SV-0010625,G-0007441,BK-0011920,P-004,7,8,5,4,5,,3,Grand Central adjacency is so convenient for business travel.,2023-10-04
SV-0010626,G-0004334,BK-0016249,P-004,10,10,5,4,4,,,,2024-09-14
SV-0010627,G-0006806,BK-0020554,P-005,10,9,4,5,4,,,Perfect base for Smoky Mountain exploration.,2024-05-23
SV-0010628,G-0006711,BK-0021811,P-003,8,8,3,4,5,,1,,2023-11-16
SV-0010629,G-0004142,BK-0011399,P-005,7,10,4,4,4,,,Intimate setting — felt like a private mountain retreat.,2022-10-22
SV-0010630,G-0007507,BK-0021210,P-003,9,7,3,5,4,,,Proximity to the theme parks genuinely can't be beat.,2023-04-28
SV-0010631,G-0007332,BK-0010279,P-002,5,5,2,3,3,4,1,The pool area was very crowded on weekends.,2025-04-26
SV-0010632,G-0007506,BK-0017995,P-002,7,5,4,3,4,,1,,2025-12-17
SV-0010633,G-0008491,BK-0021611,P-002,7,4,5,4,4,,,,2022-08-01
SV-0010634,G-0006819,BK-0013950,P-003,8,7,4,4,3,,3,Would recommend for any family traveling with children.,2025-08-21
SV-0010635,G-0006034,BK-0012948,P-005,7,10,3,5,4,,,Staff arranged a private trail guide — completely unforgettable.,2024-02-03
SV-0010636,G-0008314,BK-0021436,P-002,6,4,3,4,5,5,,Seafood restaurant was excellent — the room itself was not.,2025-02-21
SV-0010637,G-0004037,BK-0021238,P-002,7,3,4,4,4,1,,Seafood restaurant was excellent — the room itself was not.,2023-08-26
SV-0010638,G-0008397,BK-0012963,P-001,10,10,5,5,4,2,,Ski-in/ski-out access made the trip completely effortless. Will definitely return.,2026-02-14
SV-0010639,G-0008778,BK-0017761,P-002,5,6,1,3,3,3,,The pool area was very crowded on weekends.,2022-06-22
SV-0010640,G-0004299,BK-0015670,P-003,6,9,2,5,4,,,Proximity to the theme parks genuinely can't be beat.,2024-11-08
SV-0010641,G-0004161,BK-0011061,P-003,6,9,3,4,3,,3,Great location for the parks. Hotel itself is solid.,2024-03-16
SV-0010642,G-0007222,BK-0015306,P-003,8,8,3,4,5,,,Would recommend for any family traveling with children.,2024-08-21
SV-0010643,G-0008310,BK-0011087,P-005,10,9,3,4,4,,3,Loved the emphasis on local produce at breakfast.,2023-02-18
SV-0010644,G-0008670,BK-0013128,P-003,6,9,1,4,4,,,The pillow menu is a delightful and thoughtful touch.,2026-01-08
SV-0010645,G-0006354,BK-0015126,P-003,9,9,4,5,4,2,,,2024-02-18
SV-0010646,G-0005750,BK-0019808,P-003,9,7,3,4,3,,,,2024-07-20
SV-0010647,G-0008118,BK-0012916,P-001,8,8,3,4,5,,,Staff remembered our preferences from last year. That's real luxury.,2024-11-17
SV-0010648,G-0007422,BK-0011757,P-003,7,8,3,4,5,,,Kids club staff were incredibly attentive and creative.,2025-10-09
SV-0010649,G-0007715,BK-0014599,P-002,6,3,3,4,5,,4,Beach access was great but the room didn't match the price.,2023-07-07
SV-0010650,G-0004921,BK-0018414,P-004,7,8,5,4,5,,,Rooftop happy hour is a definite highlight.,2023-04-06
SV-0010651,G-0005122,BK-0014235,P-003,7,9,4,4,4,4,,,2023-10-19
SV-0010652,G-0005795,BK-0017783,P-001,9,10,5,5,4,5,2,,2022-04-09
SV-0010653,G-0004669,BK-0014601,P-003,8,6,3,4,4,,5,Great location for the parks. Hotel itself is solid.,2026-01-04
SV-0010654,G-0006565,BK-0017419,P-003,8,6,5,4,3,,,Kids club is incredible — my kids absolutely didn't want to leave.,2022-07-29
SV-0010655,G-0005892,BK-0010587,P-001,9,10,3,5,4,,,,2023-08-02
SV-0010656,G-0004966,BK-0016500,P-005,8,9,3,5,5,,,Intimate setting — felt like a private mountain retreat.,2023-02-14
SV-0010657,G-0005935,BK-0010243,P-005,8,10,5,5,4,,,"Quiet, peaceful, and exactly what we needed to recharge.",2023-06-21
SV-0010658,G-0004718,BK-0010571,P-001,8,10,4,5,5,2,4,Staff remembered our preferences from last year. That's real luxury.,2022-09-27
SV-0010659,G-0005752,BK-0016621,P-003,6,9,1,4,5,,,Family suite was spacious and very well-equipped.,2024-09-09
SV-0010660,G-0008342,BK-0010998,P-005,9,6,5,4,4,4,3,Intimate setting — felt like a private mountain retreat.,2024-11-11
SV-0010661,G-0008906,BK-0018353,P-003,9,8,3,4,5,,,Room service was a bit slow but the food quality was good.,2022-11-04
SV-0010662,G-0004052,BK-0017208,P-003,9,9,4,5,5,3,,Great location for the parks. Hotel itself is solid.,2023-08-26
SV-0010663,G-0007879,BK-0012740,P-001,8,9,3,4,5,3,,Signature spa package was the highlight of our trip.,2025-08-11
SV-0010664,G-0005946,BK-0017527,P-004,9,7,4,5,5,,,Small but well-appointed rooms. The location more than makes up for it.,2022-08-12
SV-0010665,G-0008835,BK-0015624,P-004,9,7,4,4,5,,,Rooftop bar has stunning skyline views — worth every minute.,2025-08-17
SV-0010666,G-0005622,BK-0011915,P-003,7,7,5,5,5,3,,Kids' Birthday Experience was an absolute hit for my daughter.,2023-03-30
SV-0010667,G-0006820,BK-0014013,P-004,10,7,4,5,5,3,3,,2024-08-18
SV-0010668,G-0007768,BK-0014779,P-002,5,4,3,4,3,5,4,Seafood restaurant was excellent — the room itself was not.,2025-11-26
SV-0010669,G-0005678,BK-0017477,P-003,8,7,5,4,4,,4,Great location for the parks. Hotel itself is solid.,2023-02-05
SV-0010670,G-0007403,BK-0021830,P-004,10,7,4,4,4,,4,Rooftop bar has stunning skyline views — worth every minute.,2025-08-12
SV-0010671,G-0007595,BK-0017369,P-001,8,10,3,5,4,2,5,The après-ski lounge has the best fondue I've tasted.,2026-01-22
SV-0010672,G-0007601,BK-0021138,P-003,6,6,4,4,4,,,Family suite was spacious and very well-equipped.,2024-02-21
SV-0010673,G-0007750,BK-0021069,P-004,10,8,3,5,4,5,2,,2024-05-02
SV-0010674,G-0006194,BK-0021663,P-003,6,6,4,5,4,,,Room service was a bit slow but the food quality was good.,2025-09-06
SV-0010675,G-0005725,BK-0016544,P-003,8,7,4,4,5,,,Room service was a bit slow but the food quality was good.,2023-11-28
SV-0010676,G-0004794,BK-0018077,P-003,6,7,1,4,4,,,Kids club is incredible — my kids absolutely didn't want to leave.,2023-09-29
SV-0010677,G-0005769,BK-0010931,P-002,5,5,1,4,3,,1,,2023-09-28
